# Data from Clarivate Analytics' Web of Science, retrieved 23 November 2018
# This file generated on 2018-11-23 15:30:02
item,AU,DE,SO,id,title,year
314,"SMITH, A|WAKEFIELD, J",pharmacokinetic models|bayesian statistics|population models|hierarchical models|gibbs sampling|dose regimens,INTERNATIONAL JOURNAL OF BIO-MEDICAL COMPUTING,WOS:A1994NU02700004,THE HIERARCHICAL BAYESIAN-APPROACH TO POPULATION PHARMACOKINETIC MODELING,1994
315,"Koff, Gregory L.|Fontaine, E|Uchida, K|Chung, JS|Moshagen, H",pipeline|tsunami|coast protection|earthquake,"PROCEEDINGS OF THE EIGHTEENTH (2008) INTERNATIONAL OFFSHORE AND POLAR ENGINEERING CONFERENCE, VOL 2",WOS:000259889600036,Integrated Assessment of the Underwater Pipeline Construction Conditions,2008
316,"Chen, Tao|Ren, Liliang|Yuan, Fei|Yang, Xiaoli|Jiang, Shanhu|Tang, Tiantian|Liu, Yi|Zhao, Chongxu|Zhang, Liming",rainfall|interpolation|pcrr|hydrological model,WATER,WOS:000404558100042,Comparison of Spatial Interpolation Schemes for Rainfall Data and Application in Hydrological Modeling,2017
317,"Richards, J. A.|Mokrech, M.|Berry, P. M.|Nicholls, R. J.",,CLIMATIC CHANGE,WOS:000258528700007,Regional assessment of climate change impacts on coastal and fluvial ecosystems and the scope for adaptation,2008
318,"Bradley, MP|Landy, RB",,ENVIRONMENTAL MONITORING AND ASSESSMENT,WOS:000087591900001,The Mid-Atlantic Integrated Assessment (MAIA),2000
319,"McCollum, David|Bauer, Nico|Calvin, Katherine|Kitous, Alban|Riahi, Keywan",,CLIMATIC CHANGE,WOS:000334414900006,Fossil resource and energy security dynamics in conventional and carbon-constrained worlds,2014
320,"Martin, Ryan|Boisvert, Jeff B.",geological modeling|non-stationarity|radial basis functions|partition of unity|geostatistics,COMPUTERS & GEOSCIENCES,WOS:000415663200001,Iterative refinement of implicit boundary models for improved geological feature reproduction,2017
321,"Quinn, NWT|Brekke, LD|Miller, NL|Heinzer, T|Hidalgo, H|Dracup, JA",climate change|water resources|modeling|impact assessment,ENVIRONMENTAL MODELLING & SOFTWARE,WOS:000220348500008,"Model integration for assessing future hydroclimate impacts on water resources, agricultural production and environmental quality in the San Joaquin Basin, California",2004
322,"Pianosi, Francesca|Wagener, Thorsten",global sensitivity analysis|variance-based sensitivity indices|density-based sensitivity indices|uncertainty analysis,ENVIRONMENTAL MODELLING & SOFTWARE,WOS:000351978500001,A simple and efficient method for global sensitivity analysis based on cumulative distribution functions,2015
323,"Xu, Min|Wang, Kai|Peng, Shunfeng|Heynert, Karel|Sprokkereef, Eric|de Vries, Gerard|Zhaoyin, W|Lee, JHW|Jizhang, G|Shuyou, C",delft-fews|flood forecasting|huaihe river basin|open source,"PROCEEDINGS OF THE 35TH IAHR WORLD CONGRESS, VOLS III AND IV",WOS:000370410302069,Flood Forecasting in Huaihe River Basin Using Delft-FEWS,2013
324,"van Emmerik, T. H. M.|Li, Z.|Sivapalan, M.|Pande, S.|Kandasamy, J.|Savenije, H. H. G.|Chanan, A.|Vigneswaran, S.",,HYDROLOGY AND EARTH SYSTEM SCIENCES,WOS:000344730300025,"Socio-hydrologic modeling to understand and mediate the competition for water between agriculture development and environmental health: Murrumbidgee River basin, Australia",2014
325,"Tsanakas, Konstantinos|Gaki-Papanastassiou, Kalliopi|Kalogeropoulos, Kleomenis|Chalkias, Christos|Katsafados, Petros|Karymbalis, Efthimios",flood|modeling|gis|torrential catchment|unit hydrograph|geomorphological analysis,NATURAL HAZARDS,WOS:000386241300015,"Investigation of flash flood natural causes of Xirolaki Torrent, Northern Greece based on GIS modeling and geomorphological analysis",2016
326,"Adams, Russell",abandoned mines|coal mines|hydrological modelling|groundwater modelling|metal mines,MINE WATER AND THE ENVIRONMENT,WOS:000345081700011,A Review of Mine Water Rebound Predictions from the VSS-NET Model,2014
327,"Andersson, J. C. M.|Pechlivanidis, I. G.|Gustafsson, D.|Donnelly, C.|Arheimer, B.|Lekkas, TD",hydrological modelling|hype|model performance|large-scale modelling,PROCEEDINGS OF THE 13TH INTERNATIONAL CONFERENCE ON ENVIRONMENTAL SCIENCE AND TECHNOLOGY,WOS:000346067900433,KEY FACTORS FOR IMPROVING LARGE-SCALE HYDROLOGICAL MODEL PERFORMANCE,2013
328,"Chang, Shih Ying|Vizuete, William|Valencia, Alejandro|Naess, Brian|Isakov, Vlad|Palma, Ted|Breen, Michael|Arunachalam, Saravanan",dispersion|air pollution|high-resolution modeling|traffic|near-road exposure|r-line|metare|emissions,SCIENCE OF THE TOTAL ENVIRONMENT,WOS:000363348900086,A modeling framework for characterizing near-road air pollutant concentration at community scales,2015
329,"Drews, Martin|Christensen, Jens Hesselbjerg",high end climate scenarios|climate change effects|adaptation,CLIMATE RESEARCH,WOS:000356616300001,Effects of extreme global warming in northern Europe,2015
330,"Cawsey, EM|Austin, MP|Baker, BL",biodiversity|conservation|ecological modelling|generalised additive models|geographic information systems|relational databases|vegetation mapping,BIODIVERSITY AND CONSERVATION,WOS:000179636300009,Regional vegetation mapping in Australia: a case study in the practical use of statistical modelling,2002
331,"Pianosi, F.|Castelletti, A.|Restelli, M.",multi-objective optimization|optimal control|reinforcement learning|reservoir operation|tree-based models,JOURNAL OF HYDROINFORMATICS,WOS:000317481900004,Tree-based fitted Q-iteration for multi-objective Markov decision processes in water resource management,2013
332,"Antikainen, R|Lemola, R|Nousiainen, JI|Sokka, L|Esala, M|Huhtanen, P|Rekolainen, S",nitrogen|phosphorus|agriculture|food production|food consumption|finland,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,WOS:000228596400017,Stocks and flows of nitrogen and phosphorus in the Finnish food production and consumption system,2005
333,"Gaedeke, Anne|Pohle, Ina|Koch, Hagen|Gruenewald, Uwe",trends analysis|change points|regional climate models|water management|stakeholder outreach|global dimming,REGIONAL ENVIRONMENTAL CHANGE,WOS:000405800600015,Trend analysis for integrated regional climate change impact assessments in the Lusatian river catchments (north-eastern Germany),2017
334,"Khan, Razib Hayat|Heegaard, Poul E.",uml|collaborative session|markov model,"PROCEEDINGS 2010 3RD IEEE INTERNATIONAL CONFERENCE ON COMPUTER SCIENCE AND INFORMATION TECHNOLOGY, (ICCSIT 2010), VOL 1",WOS:000393024000148,Translation from UML to Markov Model: A Performance modeling Framework for Managing Behavior of Multiple Collaborative Sessions and Instances,2010
335,"Fulton, Elizabeth A.|Boschetti, Fabio|Sporcic, Miriana|Jones, Tod|Little, L. Richard|Dambacher, Jeffrey M.|Gray, Randall|Scott, Roger|Gorton, Rebecca",ecological modelling|stakeholder engagement|system dynamics|adaptive management|participatory modelling,ENVIRONMENTAL SCIENCE & POLICY,WOS:000352248100005,A multi-model approach to engaging stakeholder and modellers in complex environmental problems,2015
336,"Schulz, Ralf|Bundschuh, Mirco|Gergs, Rene|Bruehl, Carsten A.|Diehl, Doerte|Entling, Martin H.|Fahse, Lorenz|Froer, Oliver|Jungkunst, Hermann F.|Lorke, Andreas|Schaefer, Ralf B.|Schaumann, Gabriele E.|Schwenk, Klaus",aquatic-terrestrial subsidies|flood events|hot moments|hot spots|biogeochemical processes|environmental chemicals,SCIENCE OF THE TOTAL ENVIRONMENT,WOS:000363348900025,Review on environmental alterations propagating from aquatic to terrestrial ecosystems,2015
337,"Ganguly, C|Van Benschoten, J|Rabideau, AJ|Brebbia, CA|Anagnostopoulos, P",,WATER POLLUTION V,WOS:000082821900043,A novel approach for modeling heavy metal sorption to heterogeneous media under batch and column settings,1999
338,"Lioubimtseva, E.|Adams, J. M.",carbon dioxide|desert|ecosystem|precipitation|fertilization|biomass,ENVIRONMENTAL MANAGEMENT,WOS:000203094700035,Possible implications of increased carbon dioxide levels and climate change for desert ecosystems,2004
339,"Bosco, C.|de Rigo, D.|Dewitte, O.|Poesen, J.|Panagos, P.",,NATURAL HAZARDS AND EARTH SYSTEM SCIENCES,WOS:000350556200004,Modelling soil erosion at European scale: towards harmonization and reproducibility,2015
340,"MCKIM, HL|CASSELL, EA|LAPOTIN, PJ",water resource modeling|remote sensing|object-oriented simulation,HYDROLOGICAL PROCESSES,WOS:A1993KZ95800005,WATER-RESOURCE MODELING USING REMOTE-SENSING AND OBJECT-ORIENTED SIMULATION .4.,1993
341,"WHITE, ML|MAXWELL, T|COSTANZA, R|DOYLE, TW|DHAMOTHARAN, D|MOWREATH, HC|JOHNSON, AI",modeling|wetlands|ecology|geographical information systems,27 ANNUAL CONFERENCE : WATER MANAGEMENT OF RIVER SYSTEMS AND SYMPOSIUM : RESOURCE DEVELOPMENT OF THE LOWER MISSISSIPPI RIVER,WOS:A1991BV82V00023,"ECOSYSTEM MODELING OF BARATARIA BASIN, LOUISIANA UTILIZING DESK-TOP PARALLEL TECHNOLOGY",1991
342,"Wing, Brian M.|Ritchie, Martin W.|Boston, Kevin|Cohen, Warren B.|Gitelman, Alix|Olsen, Michael J.",understory vegetation cover|lidar|intensity|beta regression|weighted regression,REMOTE SENSING OF ENVIRONMENT,WOS:000311247700061,Prediction of understory vegetation cover with airborne lidar in an interior ponderosa pine forest,2012
343,"Fenicia, Fabrizio|Kavetski, Dmitri|Savenije, Hubert H. G.",,WATER RESOURCES RESEARCH,WOS:000297262900001,Elements of a flexible approach for conceptual hydrological modeling: 1. Motivation and theoretical development,2011
344,"Matisovs, Ivars|Noviks, G",ecological expedition|ecological education|environmental researches|eastern latvia region,"ENVIRONMENT, TECHNOLOGY, RESOURCES, PROCEEDINGS",WOS:000264285400032,ECOLOGICAL EXPEDITION AS EFFECTIVE FORM OF ENVIRONMENTAL RESEARCH AND ECOLOGICAL EDUCATION,2007
345,"Ficklin, Darren L.|Luo, Yuzhou|Zhang, Minghua",california|swat|agricultural runoff|water quality|calibration|uncertainty,HYDROLOGICAL PROCESSES,WOS:000313593500009,"Watershed modelling of hydrology and water quality in the Sacramento River watershed, California",2013
346,"Wolf, J|Beusen, AHW|Groenendijk, P|Kroon, T|Rotter, R|van Zeijts, H",agriculture|ground water|model|netherlands|nitrogen|nutrient emission|phosphorus|policy measures|surface water,ENVIRONMENTAL MODELLING & SOFTWARE,WOS:000184334700002,The integrated modeling system STONE for calculating nutrient emissions from agriculture in the Netherlands,2003
347,"Singh, J|Knapp, HV|Arnold, JG|Demissie, M",watershed management|hydrologic cycle|nonpoint source pollution|surface water|modeling|agriculture,JOURNAL OF THE AMERICAN WATER RESOURCES ASSOCIATION,WOS:000228985800010,Hydrological modeling of the iroquois river watershed using HSPF and SWAT,2005
348,"RAGAB, R|COOPER, JD",,JOURNAL OF HYDROLOGY,WOS:A1993LP48300006,VARIABILITY OF UNSATURATED ZONE WATER TRANSPORT PARAMETERS - IMPLICATIONS FOR HYDROLOGICAL MODELING .2. PREDICTED VS IN-SITU MEASUREMENTS AND EVALUATION OF METHODS,1993
349,"Pan Xunzhang, |Chen Wenying, |Clarke, Leon E.|Wang Lining, |Liu Guannan, ",china|energy system transformation|indc|carbon budgets|effort-sharing,ENERGY POLICY,WOS:000397356000010,China's energy system transformation towards the 2 degrees C goal: Implications of different effort-sharing principles,2017
350,"Janssen, S.|Ewert, F.|Li, Hongtao|Athanasiadis, I. N.|Wien, J. J. F.|Therond, O.|Knapen, M. J. R.|Bezlepkina, I.|Alkan-Olsson, J.|Rizzoli, A. E.|Belhouchette, H.|Svensson, M.|van Ittersum, M. K.",knowledge management|collaborative approach|integration|multi-disciplinary teams|policy assessment,ENVIRONMENTAL MODELLING & SOFTWARE,WOS:000270611200015,Defining assessment projects and scenarios for policy support: Use of ontology in Integrated Assessment and Modelling,2009
351,"Green, TR|Jakeman, AJ|Zhang, L|Beavis, SG|Dietrich, CR|Summer, W|Klaghofer, E",,"MODELLING SOIL EROSION, SEDIMENT TRANSPORT AND CLOSELY RELATED HYDROLOGICAL PROCESSES",WOS:000079717600003,A framework for modelling erosion and sediment transport in a large drainage basin,1998
352,"Tabara, JD",gm crops|integrated assessment|precaution|spain|worldviews,WATER SCIENCE AND TECHNOLOGY,WOS:000233557300016,Precaution and participatory integrated assessment of GM crops in Spain,2005
353,"Blake, J. R.",drainage & irrigation|groundwater|sewers & drains,PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-WATER MANAGEMENT,WOS:000278895500004,Adjusting soil infiltration coefficients for groundwater level,2010
354,"Chen, Yu|Shu, Longcang|Burbey, Thomas J.",land subsidence risk assessment|dempster-shafer (d-s) theory|uncertainty|evidential reasoning (er)|fuzzy set theory|multi-attribute decision analysis (mada),RISK ANALYSIS,WOS:000333948800005,An Integrated Risk Assessment Model of Township-Scaled Land Subsidence Based on an Evidential Reasoning Algorithm and Fuzzy Set Theory,2014
355,"Yamazaki, Satoshi|Kompas, Tom|Grafton, R. Quentin",fisheries management|bioeconomic model|multiple uncertainties,NATURAL RESOURCE MODELING,WOS:000265146700002,OUTPUT VERSUS INPUT CONTROLS UNDER UNCERTAINTY: THE CASE OF A FISHERY,2009
356,"Achleitner, Stefan|Schoeber, Johannes|Schoenlaub, Helmut",,WASSERWIRTSCHAFT,WOS:000330714300011,Assessment of the Design Flood Discharge in High Alpine Catchments using the Examples of the Planned Water Intakes Venter and Gurgler Ache,2014
357,"O'Brien, William|Gunay, H. Burak",occupant behavior|adaptive comfort|office buildings|contextual factors|modeling framework|building performance simulation,BUILDING AND ENVIRONMENT,WOS:000337210300008,The contextual factors contributing to occupants' adaptive comfort behaviors in offices - A review and proposed modeling framework,2014
358,"Safiolea, Eleftheria|Baki, Sotiria|Makropoulos, Christos|Deliege, Jean Francois|Magermans, Paul|Everbecq, Etienne|Gkesouli, Anthoula|Stamou, Anastasios|Mimikou, Maria",european union (eu)|hydrology & water resource|information technology,PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-WATER MANAGEMENT,WOS:000295027300005,Integrated modelling for river basin management planning,2011
359,"De Laurentiis, Elisa|Minella, Marco|Sarakha, Mohamed|Marrese, Alessandro|Minero, Claudio|Mailhot, Gilles|Brigante, Marcello|Vione, Davide",environmental fate|photogenerated radicals|environmental modelling|benzophenone-4|environmental photochemistry|emerging pollutants|pharmaceuticals and personal care products (ppcps),WATER RESEARCH,WOS:000326212500046,Photochemical processes involving the UV absorber benzophenone-4 (2-hydroxy-4-methoxybenzophenone-5-sulphonic acid) in aqueous solution: Reaction pathways and implications for surface waters,2013
360,"LaBryer, Allen|Attar, Peter J.|Vedula, Prakash",multiscale modeling|reduced order modeling|subgrid-scale dynamics|optimal prediction,COMPUTATIONAL MECHANICS,WOS:000320887000010,"Optimal spatiotemporal reduced order modeling, Part I: proposed framework",2013
361,"Lid, Tore|Skogestad, Sigurd",optimization|data reconciliation|simulation|unit models|scaling,COMPUTERS & CHEMICAL ENGINEERING,WOS:000254228100020,Scaled steady state models for effective on-line applications,2008
362,"Ali, Raian|Dalpiaz, Fabiano|Giorgini, Paolo|Halpin, T|Krogstie, J|Nurcan, S|Proper, E|Schmidt, R|Soffer, P|Ukor, R",gore|context analysis|self-contextualization,"ENTERPRISE, BUSINESS-PROCESS AND INFORMATION SYSTEMS MODELING",WOS:000268581700027,A Goal Modeling Framework for Self-contextualizable Software,2009
363,"Dages, C.|Voltz, M.|Bsaibes, A.|Prevot, L.|Huttel, O.|Louchart, X.|Garnier, F.|Negro, S.",groundwater/surface water interaction|diffuse recharge|concentrated recharge|ditches|uncertainty assessment|hydrological budget,JOURNAL OF HYDROLOGY,WOS:000270472100019,Estimating the role of a ditch network in groundwater recharge in a Mediterranean catchment using a water balance approach,2009
364,"George, B.|Davidson, B.|Nawarathna, B.|Ryu, D.|Malano, H.|Kulkarni, A.|Patwardhan, S.|Deshpande, N.|Pavelic, P.|Anshuman, J.|Kumar, K.|Chan, F|Marinova, D|Anderssen, RS",climate change|krishna basin|hydrology,19TH INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION (MODSIM2011),WOS:000314989302084,A modeling framework to evaluate climate change and watershed development impacts on water security,2011
365,"McClean, Sally|Gillespie, Jennifer|Scotney, Bryan|Fullerton, Ken|Soda, P|Tortorella, F",phase-type models|stroke patients|los|planning|efficiency gains|healthcare economics,2012 25TH INTERNATIONAL SYMPOSIUM ON COMPUTER-BASED MEDICAL SYSTEMS (CBMS),WOS:000312384400116,Using Phase-type Models to cost a cohort of Stroke Patients,2011
366,"Kong, Chen Yan|Xing, Li Ju|Liu, HC|Sung, WP",joint operations simulation|aggregate|disaggregate,INFORMATION TECHNOLOGY AND COMPUTER APPLICATION ENGINEERING,WOS:000340611200048,Study of multi-resolution modeling framework in joint operations simulation,2014
367,"Carroll, Chris|Waters, David|Vardy, Suzanne|Silburn, David M.|Attard, Steve|Thorburn, Peter J.|Davis, Aaron M.|Halpin, Neil|Schmidt, Michael|Wilson, Bruce|Clark, Andrew",paddock|catchment|monitoring|modelling|remote sensing,MARINE POLLUTION BULLETIN,WOS:000306249100006,A Paddock to reef monitoring and modelling framework for the Great Barrier Reef: Paddock and catchment component,2012
