# Data from Clarivate Analytics' Web of Science, retrieved 29 October 2018,,,,,,,,,,,,,
# This file generated on 2018-11-22 14:30:09,,,,,,,,,,,,,,
item,id,year,title,AU,SO,DE,DOI,DOI link,Modeling,Version Control,Versioning,Testing,Publicly accessible code?,Publicly accessible data?
2240,WOS:000279341600006,2010,"Energy, Forest, and Indoor Air Pollution Models for Sagarmatha National Park and Buffer Zone, Nepal Implementation of a Participatory Modeling Framework","Salerno, Franco|Viviano, Gaetano|Thakuri, Sudeep|Flury, Bastian|Maskey, Ramesh Kumar|Khanal, Sanjay Nath|Bhuju, Dinesh|Carrer, Marco|Bhochhibhoya, Silu|Melis, Teresa|Giannino, Francesco|Staiano, Anna|Carteni, Fabrizio|Mazzoleni, Stefano|Cogo, Annalisa|Sapkota, Atindra|Shrestha, Sandeep|Pandey, Rojan Kumar|Manfredi, Emanuela Chiara",MOUNTAIN RESEARCH AND DEVELOPMENT,participatory modeling|system dynamics|energy management|forest management|indoor air pollution|sagarmatha national park and buffer zone|nepal,10.1659/MRD-JOURNAL-D-10-00027.1,http://dx.doi.org/10.1659/MRD-JOURNAL-D-10-00027.1,,,,,,
97,WOS:000285012200005,2010,Ancient numerical daemons of conceptual hydrological modeling: 1. Fidelity and efficiency of time stepping schemes,"Clark, Martyn P.|Kavetski, Dmitri",WATER RESOURCES RESEARCH,,10.1029/2009WR008894,http://dx.doi.org/10.1029/2009WR008894,,,,,,
2094,WOS:000285361300004,2010,A Generic Bio-Economic Farm Model for Environmental and Economic Assessment of Agricultural Systems,"Janssen, Sander|Louhichi, Kamel|Kanellopoulos, Argyris|Zander, Peter|Flichman, Guillermo|Hengsdijk, Huib|Meuter, Eelco|Andersen, Erling|Belhouchette, Hatem|Blanco, Maria|Borkowski, Nina|Heckelei, Thomas|Hecker, Martin|Li, Hongtao|Lansink, Alfons Oude|Stokstad, Grete|Thorne, Peter|van Keulen, Herman|van Ittersum, Martin K.",ENVIRONMENTAL MANAGEMENT,farming systems|integrated assessment|agricultural policy|technological innovation|bio-economic modelling,10.1007/s00267-010-9588-x,http://dx.doi.org/10.1007/s00267-010-9588-x,,,,,,
3554,WOS:000273561400003,2010,Variability comparisons for some mixture models with stochastic environments in biosciences and engineering,"Escudero, Laureano F.|Maria Ortega, Eva|Alonso, Jose",STOCHASTIC ENVIRONMENTAL RESEARCH AND RISK ASSESSMENT,stochastic orders|dependence|variability|bounds|stochastic directional convexity|environmental modeling|biology|hydrology|communication networks|engineering|risk management|medicine,10.1007/s00477-009-0310-6,http://dx.doi.org/10.1007/s00477-009-0310-6,,,,,,
4488,WOS:000278245400006,2010,The effect of modelling expert knowledge and uncertainty on multicriteria decision making: a river management case study,"Janssen, Judith A. E. B.|Krol, Maarten S.|Schielen, Ralph M. J.|Hoekstra, Arjen Y.",ENVIRONMENTAL SCIENCE & POLICY,environmental modelling|uncertainty|multicriteria decision making|framing of information|strategic river management,10.1016/j.envsci.2010.03.003,http://dx.doi.org/10.1016/j.envsci.2010.03.003,,,,,,
4486,WOS:000284437000006,2010,A quantitative minimax regret approach to climate change Does discounting still matter?,"Hof, Andries F.|van Vuuren, Detlef P.|den Elzen, Michel G. J.",ECOLOGICAL ECONOMICS,climate change|cost-benefit analysis|risk approach|minimax regret|precautionary principle,10.1016/j.ecolecon.2010.03.023,http://dx.doi.org/10.1016/j.ecolecon.2010.03.023,,,,,,
995,WOS:000278012900006,2010,One decade of multi-objective calibration approaches in hydrological modelling: a review,"Efstratiadis, Andreas|Koutsoyiannis, Demetris",HYDROLOGICAL SCIENCES JOURNAL-JOURNAL DES SCIENCES HYDROLOGIQUES,multi-objective evolutionary algorithms|multiple responses|uncertainty|equifinality|hybrid calibration|soft data,10.1080/02626660903526292,http://dx.doi.org/10.1080/02626660903526292,,,,,,
2227,WOS:000279413800020,2010,Modeling regional-scale habitat of forest birds when land management guidelines are needed but information is limited,"Beaudry, Frederic|Pidgeon, Anna M.|Radeloff, Volker C.|Howe, Robert W.|Mladenoff, David J.|Bartelt, Gerald A.",BIOLOGICAL CONSERVATION,broad spatial scale|conservation planning|forest birds|habitat models|nested habitat elements|partners in flight|wisconsin,10.1016/j.biocon.2010.04.025,http://dx.doi.org/10.1016/j.biocon.2010.04.025,,,,,,
4879,WOS:000278883100009,2010,Modelling worker fatigue and recovery in dual-resource constrained systems,"Jaber, M. Y.|Neumann, W. P.",COMPUTERS & INDUSTRIAL ENGINEERING,modelling|worker fatigue and recovery|dual-resource constrained systems numerical analysis|ergonomics|human factors,10.1016/j.cie.2010.03.001,http://dx.doi.org/10.1016/j.cie.2010.03.001,,,,,,
4012,WOS:000280515100001,2010,Areal rainfall estimation using moving cars as rain gauges - a modelling study,"Haberlandt, U.|Sester, M.",HYDROLOGY AND EARTH SYSTEM SCIENCES,,10.5194/hess-14-1139-2010,http://dx.doi.org/10.5194/hess-14-1139-2010,,,,,,
4061,WOS:000282555000002,2010,Planning hydrological restoration of peatlands in Indonesia to mitigate carbon dioxide emissions,"Jaenicke, Julia|Wosten, Henk|Budiman, Arif|Siegert, Florian",MITIGATION AND ADAPTATION STRATEGIES FOR GLOBAL CHANGE,dam construction|drainage canal|groundwater level rise|hydrological modelling|illegal logging,10.1007/s11027-010-9214-5,http://dx.doi.org/10.1007/s11027-010-9214-5,,,,,,
2790,WOS:000208555800002,2010,An Integrated Assessment of Investments towards Global Water Sustainability,"Bassi, Andrea M.|Tan, Zhuohua|Goss, Sophie",WATER,integrated water resource management|sustainability|system dynamics|t21|water|water management|water policy|water investment,10.3390/w2040726,http://dx.doi.org/10.3390/w2040726,,,,,,
4857,WOS:000276161500006,2010,Evaluation of remote-sensing-based rainfall products through predictive capability in hydrological runoff modelling,"Stisen, Simon|Sandholt, Inge",HYDROLOGICAL PROCESSES,satellite rainfall estimates|hydrological modelling|trmm|cmorph|cpc-fews|persiann|tamsat,10.1002/hyp.7529,http://dx.doi.org/10.1002/hyp.7529,,,,,,
74,WOS:000287976702019,2010,A SIMULATION MODELING FRAMEWORK FOR SUPPLY CHAIN SYSTEM ANALYSIS,"Umeda, Shigeki|Zhang, Fang|Johansson, B|Jain, S|MontoyaTorres, J|Hugan, J|Yucesan, E",PROCEEDINGS OF THE 2010 WINTER SIMULATION CONFERENCE,,10.1109/WSC.2010.5678872,http://dx.doi.org/10.1109/WSC.2010.5678872,,,,,,
216,WOS:000281654200015,2010,Eutrophication risk assessment in Hamilton Harbour: System analysis and evaluation of nutrient loading scenarios,"Gudimov, Alex|Stremilov, Serguei|Ramin, Maryam|Arhonditsis, George B.",JOURNAL OF GREAT LAKES RESEARCH,phosphorus loading|eutrophication modeling|risk assessment|hamilton harbour|ecosystem restoration|plankton dynamics,10.1016/j.jglr.2010.04.001,http://dx.doi.org/10.1016/j.jglr.2010.04.001,,,,,,
2260,WOS:000284785800009,2010,Reconstruction of the 1874 Santa Tecla's rainstorm in Western Catalonia (NE Spain) from flood marks and historical accounts,"Balasch, J. C.|Ruiz-Bellet, J. L.|Tuset, J.|Martin de Oliva, J.",NATURAL HAZARDS AND EARTH SYSTEM SCIENCES,,10.5194/nhess-10-2317-2010,http://dx.doi.org/10.5194/nhess-10-2317-2010,,,,,,
2269,WOS:000273032100004,2010,Sublethal toxicant effects with dynamic energy budget theory: application to mussel outplants,"Muller, Erik B.|Osenberg, Craig W.|Schmitt, Russell J.|Holbrook, Sally J.|Nisbet, Roger M.",ECOTOXICOLOGY,toxicity modeling|debtox|dynamic energy budgets|sublethal effects|produced water,10.1007/s10646-009-0384-4,http://dx.doi.org/10.1007/s10646-009-0384-4,,,,,,
151,WOS:000273081700076,2010,"Integrated assessment of bioelectricity technology options (vol 37, pg 890, 2009)","Thornley, Patricia|Upham, Paul|Huang, Ye|Rezvani, Sina|Brammer, John|Rogers, John",ENERGY POLICY,,10.1016/j.enpol.2009.09.012,http://dx.doi.org/10.1016/j.enpol.2009.09.012,,,,,,
1212,WOS:000276275400016,2010,Exploring systems responses to mitigation of GHG in UK dairy farms,"del Prado, A.|Chadwick, D.|Cardenas, L.|Misselbrook, T.|Scholefield, D.|Merino, P.",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,modelling|mitigation|systems responses|greenhouse gases|n(2)o|ch(4),10.1016/j.agee.2009.09.015,http://dx.doi.org/10.1016/j.agee.2009.09.015,,,,,,
2749,WOS:000271700500002,2010,Service-oriented applications for environmental models: Reusable geospatial services,"Granell, Carlos|Diaz, Laura|Gould, Michael",ENVIRONMENTAL MODELLING & SOFTWARE,"geospatial processing services|application and service integration|service reuse|environmental models|service-oriented architecture, soa|spatial data infrastructure, sdi",10.1016/j.envsoft.2009.08.005,http://dx.doi.org/10.1016/j.envsoft.2009.08.005,,,,,,
4833,WOS:000283271800003,2010,An integrated model for simulation of border-check irrigated dairy pasture production systems,"Douglas, P.|Dassanayake, K. B.|Chapman, D. F.|Johnson, I. R.|Khanna, M.|Malano, H.",COMPUTERS AND ELECTRONICS IN AGRICULTURE,surface irrigation hydraulics|dairy pasture systems|integrated modeling tools,10.1016/j.compag.2010.05.010,http://dx.doi.org/10.1016/j.compag.2010.05.010,,,,,,
3444,WOS:000278972700007,2010,Data assimilation for distributed hydrological catchment modeling via ensemble Kalman filter,"Xie, Xianhong|Zhang, Dongxiao",ADVANCES IN WATER RESOURCES,data assimilation|ensemble kalman filter|distributed hydrological modeling|catchment scale|uncertainty,10.1016/j.advwatres.2010.03.012,http://dx.doi.org/10.1016/j.advwatres.2010.03.012,,,,,,
144,WOS:000285856500007,2010,Statistical bias correction of global simulated daily precipitation and temperature for the application of hydrological models,"Piani, C.|Weedon, G. P.|Best, M.|Gomes, S. M.|Viterbo, P.|Hagemann, S.|Haerter, J. O.",JOURNAL OF HYDROLOGY,hydrological cycle|bias correction|hydrological forcing|hydrological modeling|climate projections|water management|hydrological risk,10.1016/j.jhydrol.2010.10.024,http://dx.doi.org/10.1016/j.jhydrol.2010.10.024,,,,,,
4085,WOS:000279390400012,2010,Prediction of snowmelt derived streamflow in a wetland dominated prairie basin,"Fang, X.|Pomeroy, J. W.|Westbrook, C. J.|Guo, X.|Minke, A. G.|Brown, T.",HYDROLOGY AND EARTH SYSTEM SCIENCES,,10.5194/hess-14-991-2010,http://dx.doi.org/10.5194/hess-14-991-2010,,,,,,
4838,WOS:000279088300008,2010,"Fat tails, exponents, extreme uncertainty: Simulating catastrophe in DICE","Ackerman, Frank|Stanton, Elizabeth A.|Bueno, Ramon",ECOLOGICAL ECONOMICS,climate economics|catastrophic risk|climate sensitivity|integrated assessment models|dice model|monte carlo analysis,10.1016/j.ecolecon.2010.03.013,http://dx.doi.org/10.1016/j.ecolecon.2010.03.013,,,,,,
1204,WOS:000280627100005,2010,Incorporating uncertainty in gully erosion calculations using the random forests modelling approach,"Kuhnert, Petra M.|Henderson, Anne-Kinsey|Bartley, Rebecca|Herr, Alexander",ENVIRONMETRICS,bootstrap|dependence|gully density|gully erosion|prediction uncertainty|random forests,10.1002/env.999,http://dx.doi.org/10.1002/env.999,,,,,,
2913,WOS:000275782700006,2010,"Karst water drainage in the Kaisergebirge (Tyrol, Austria)-Catchment delineation combining hydrogeological investigations and isotope methods with hydrological modelling","Benischke, Ralf|Harum, Till|Reszler, Christian|Saccon, Pierpaolo|Ortner, Gerlinde|Ruch, Christophe",GRUNDWASSER,karst aquifer|catchment delineation|environmental isotopes|hydrological modelling,10.1007/s00767-009-0124-y,http://dx.doi.org/10.1007/s00767-009-0124-y,,,,,,
137,WOS:000279410600011,2010,"Marine Geospatial Ecology Tools: An integrated framework for ecological geoprocessing with ArcGIS, Python, R, MATLAB, and C plus","Roberts, Jason J.|Best, Benjamin D.|Dunn, Daniel C.|Treml, Eric A.|Halpin, Patrick N.",ENVIRONMENTAL MODELLING & SOFTWARE,marine ecology|spatial ecology|software integration|interoperability|informatics|habitat modeling|oceanography|gis,10.1016/j.envsoft.2010.03.029,http://dx.doi.org/10.1016/j.envsoft.2010.03.029,,,,,,
2054,WOS:000284228700001,2010,Is point uncertain rainfall likely to have a great impact on distributed complex hydrological modeling?,"Balin, Daniela|Lee, Hyosang|Rode, Michael",WATER RESOURCES RESEARCH,,10.1029/2009WR007848,http://dx.doi.org/10.1029/2009WR007848,,,,,,
2056,WOS:000283412300027,2010,Overcoming the rare species modelling paradox: A novel hierarchical framework applied to an Iberian endemic plant,"Lomba, A.|Pellissier, L.|Randin, C.|Vicente, J.|Moreira, F.|Honrado, J.|Guisan, A.",BIOLOGICAL CONSERVATION,biomod|conservation|ensemble modelling|hierarchic modelling|rare species|species distribution modelling,10.1016/j.biocon.2010.07.007,http://dx.doi.org/10.1016/j.biocon.2010.07.007,,,,,,
4843,WOS:000208495200002,2010,Impact of Arable Land to Grassland Conversion on the Vegetation-period Water Balance of a Small Agricultural Catchment (Nemcicky Stream),"Kovar, Pavel|Vassova, Darina",SOIL AND WATER RESEARCH,hydrological extremes|hydrological modelling|land use change|water balance,10.17221/7/2010-SWR,http://dx.doi.org/10.17221/7/2010-SWR,,,,,,
2759,WOS:000285701200009,2010,An evaluation of impacts of DEM resolution and parameter correlation on TOPMODEL modeling uncertainty,"Lin, Kairong|Zhang, Qiang|Chen, Xiaohong",JOURNAL OF HYDROLOGY,modeling uncertainty|glue|dem resolution|parameter correlation|topmodel,10.1016/j.jhydrol.2010.09.012,http://dx.doi.org/10.1016/j.jhydrol.2010.09.012,,,,,,
2263,WOS:000278606800008,2010,Model integration and the role of data,"Voinov, Alexey|Cerco, Carl",ENVIRONMENTAL MODELLING & SOFTWARE,modularity|calibration|integrated modeling|chesapeake bay|module linking|components,10.1016/j.envsoft.2010.02.005,http://dx.doi.org/10.1016/j.envsoft.2010.02.005,,,,,,
4003,WOS:000278096700005,2010,Uncertainty analysis in integrated assessment: the users' perspective,"Gabbert, Silke|van Ittersum, Martin|Kroeze, Carolien|Stalpers, Serge|Ewert, Frank|Olsson, Johanna Alkan",REGIONAL ENVIRONMENTAL CHANGE,integrated assessment models|effective uncertainty analysis|uncertainty information needs|seamless integrated framework|science-policy interaction,10.1007/s10113-009-0100-1,http://dx.doi.org/10.1007/s10113-009-0100-1,,,,,,
1226,WOS:000285012200006,2010,Ancient numerical daemons of conceptual hydrological modeling: 2. Impact of time stepping schemes on model analysis and prediction,"Kavetski, Dmitri|Clark, Martyn P.",WATER RESOURCES RESEARCH,,10.1029/2009WR008896,http://dx.doi.org/10.1029/2009WR008896,,,,,,
2796,WOS:000280468100005,2010,Water paths by remote sensing for distributed hydrological modelling,"Puech, Christian|Bailly, Jean Stephane",HOUILLE BLANCHE-REVUE INTERNATIONALE DE L EAU,,10.1051/lhb/2010032,http://dx.doi.org/10.1051/lhb/2010032,,,,,,
1008,WOS:000278413100013,2010,"Deciphering the Seasonal Cycle of Copepod Trophic Dynamics in the Strait of Georgia, Canada, Using Stable Isotopes and Fatty Acids","El-Sabaawi, Rana W.|Sastri, Akash R.|Dower, John F.|Mazumder, Asit",ESTUARIES AND COASTS,copepods|estuary|fatty acids|metridia pacifica|stable isotopes|allochthonous sources,10.1007/s12237-009-9263-8,http://dx.doi.org/10.1007/s12237-009-9263-8,,,,,,
1080,WOS:000287976703036,2010,SIMULATION-BASED WORKFORCE ASSIGNMENT CONSIDERING POSITION IN A SOCIAL NETWORK,"Celik, Nurcin|Xi, Hui|Xu, Dong|Son, Young-Jun|Johansson, B|Jain, S|MontoyaTorres, J|Hugan, J|Yucesan, E",PROCEEDINGS OF THE 2010 WINTER SIMULATION CONFERENCE,,10.1109/WSC.2010.5679015,http://dx.doi.org/10.1109/WSC.2010.5679015,,,,,,
1049,WOS:000280515000013,2010,Tight coupling UFMArcGIS for simulating inundation depth in densely area,"Kang, S. H.",NATURAL HAZARDS AND EARTH SYSTEM SCIENCES,,10.5194/nhess-10-1523-2010,http://dx.doi.org/10.5194/nhess-10-1523-2010,,,,,,
3513,WOS:000279514200022,2010,"Assessment of Total Maximum Daily Load Implementation Strategies for Nitrate Impairment of the Raccoon River, Iowa","Jha, Manoj K.|Wolter, Calvin F.|Schilling, Keith E.|Gassman, Philip W.",JOURNAL OF ENVIRONMENTAL QUALITY,,10.2134/jeq2009.0392,http://dx.doi.org/10.2134/jeq2009.0392,,,,,,
3514,WOS:000283951400003,2010,A stochastic model for the spatial-temporal simulation of nonhomogeneous rainfall occurrence and amounts,"Burton, A.|Fowler, H. J.|Kilsby, C. G.|O'Connell, P. E.",WATER RESOURCES RESEARCH,,10.1029/2009WR008884,http://dx.doi.org/10.1029/2009WR008884,,,,,,
2837,WOS:000275704500013,2010,Assessment of community preference rankings of potential environmental effects of climate change using the method of paired comparisons,"Williamson, T. B.|Watson, D. O. T.",CLIMATIC CHANGE,,10.1007/s10584-009-9656-5,http://dx.doi.org/10.1007/s10584-009-9656-5,,,,,,
4462,WOS:000284544700001,2010,A Two-Tier Full-Information Item Factor Analysis Model with Applications,"Cai, Li",PSYCHOMETRIKA,multidimensional item response theory|factor analysis|bifactor model|testlet response model|patient reported outcomes|latent variable modeling,10.1007/s11336-010-9178-0,http://dx.doi.org/10.1007/s11336-010-9178-0,,,,,,
18,WOS:000278834400007,2010,Modeling the effects of constructed wetland on nonpoint source pollution control and reservoir water quality improvement,"Ham, Jonghwa|Yoon, Chun G.|Kim, Hyung-Joong|Kim, Hyung-Chul",JOURNAL OF ENVIRONMENTAL SCIENCES,constructed wetland|estuarine reservoir|integrated modeling system|nonpoint source pollution control|polder area|water quality improvement,10.1016/S1001-0742(09)60185-6,http://dx.doi.org/10.1016/S1001-0742(09)60185-6,,,,,,
4455,WOS:000284437000012,2010,Weak and strong sustainability assessment in fisheries,"Garmendia, E.|Prellezo, R.|Murillas, A.|Escapa, M.|Gallastegui, M.",ECOLOGICAL ECONOMICS,integrated assessment|fisheries|strong sustainability|weak sustainability|critical thresholds|rapfish,10.1016/j.ecolecon.2010.08.001,http://dx.doi.org/10.1016/j.ecolecon.2010.08.001,,,,,,
14,WOS:000273329300003,2010,Tree-based threshold modeling for short-term forecast of daily maximum ozone level,"Kim, Sung Eun",STOCHASTIC ENVIRONMENTAL RESEARCH AND RISK ASSESSMENT,ozone forecast|nonlinear time series|meteorological adjustment|autoregression,10.1007/s00477-008-0295-6,http://dx.doi.org/10.1007/s00477-008-0295-6,,,,,,
1058,WOS:000286365400001,2010,Integrated modelling of climate control and air pollution: Methodology and results from one-way coupling of an energy-environment-economy (E3MG) and atmospheric chemistry model (p-TOMCAT) in decarbonising scenarios for Mexico to 2050,"Barker, Terry|Anger, Annela|Dessens, Olivier|Pollitt, Hector|Rogers, Helen|Scrieciu, Serban|Jones, Rod|Pyle, John",ENVIRONMENTAL SCIENCE & POLICY,climate change mitigation|decarbonisation|climate control|air pollution|e3 modelling,10.1016/j.envsci.2010.09.008,http://dx.doi.org/10.1016/j.envsci.2010.09.008,,,,,,
4458,WOS:000287976700003,2010,RECENT INNOVATIONS IN SIMIO,"Sturrock, David T.|Pegden, C. Dennis|Johansson, B|Jain, S|MontoyaTorres, J|Hugan, J|Yucesan, E",PROCEEDINGS OF THE 2010 WINTER SIMULATION CONFERENCE,,10.1109/WSC.2010.5679177,http://dx.doi.org/10.1109/WSC.2010.5679177,,,,,,
2184,WOS:000283476600010,2010,An integrated framework for quantifying and valuing climate change impacts on urban energy and infrastructure: A Chicago case study,"Hayhoe, Katharine|Robson, Mark|Rogula, John|Auffhammer, Maximilian|Miller, Norman|VanDorn, Jeff|Wuebbles, Donald",JOURNAL OF GREAT LAKES RESEARCH,climate change|chicago|urban|energy|infrastructure|economic impacts,10.1016/j.jglr.2010.03.011,http://dx.doi.org/10.1016/j.jglr.2010.03.011,,,,,,
